         5626494 function calls (5602257 primitive calls) in 17.649 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       40    0.000    0.000    0.000    0.000 serving.py:168(start_response)
       40    0.001    0.000   10.755    0.269 serving.py:180(execute)
       40    0.000    0.000   10.773    0.269 serving.py:212(handle)
       40    0.000    0.000   10.773    0.269 serving.py:245(handle_one_request)
       40    0.000    0.000    0.011    0.000 serving.py:253(send_response)
       40    0.000    0.000    0.000    0.000 serving.py:262(version_string)
       80    0.000    0.000    0.000    0.000 serving.py:265(address_string)
       40    0.000    0.000    0.000    0.000 serving.py:268(port_integer)
       40    0.000    0.000    0.010    0.000 serving.py:271(log_request)
       40    0.000    0.000    0.010    0.000 serving.py:280(log)
        1    0.000    0.000    0.006    0.006 serving.py:37(<module>)
        1    0.000    0.000    0.000    0.000 serving.py:391(_SSLContext)
        1    0.000    0.000    0.000    0.000 serving.py:427(select_ip_version)
        1    0.000    0.000    0.000    0.000 serving.py:446(BaseWSGIServer)
        1    0.000    0.000    0.004    0.004 serving.py:453(__init__)
        1    0.000    0.000    0.444    0.444 serving.py:496(serve_forever)
       40    0.000    0.000    0.002    0.000 serving.py:510(get_request)
        1    0.000    0.000    0.000    0.000 serving.py:515(ThreadedWSGIServer)
        1    0.000    0.000    0.000    0.000 serving.py:521(ForkingWSGIServer)
        1    0.000    0.000    0.004    0.004 serving.py:533(make_server)
      2/1    0.000    0.000   17.643   17.643 serving.py:562(run_simple)
        1    0.000    0.000    0.001    0.001 serving.py:638(log_startup)
      2/1    0.000    0.000    0.444    0.444 serving.py:648(inner)
        1    0.000    0.000    0.000    0.000 serving.py:83(WSGIRequestHandler)
       80    0.000    0.000    0.000    0.000 serving.py:87(server_version)
       40    0.001    0.000    0.004    0.000 serving.py:91(make_environ)
       40    0.000    0.000    0.000    0.000 sessions.py:112(__init__)
       40    0.000    0.000    0.000    0.000 sessions.py:189(is_null_session)
       40    0.000    0.000    0.000    0.000 sessions.py:198(get_cookie_domain)
       40    0.000    0.000    0.000    0.000 sessions.py:224(get_cookie_path)
       40    0.000    0.000    0.003    0.000 sessions.py:308(get_signing_serializer)
       40    0.000    0.000    0.004    0.000 sessions.py:319(open_session)
       40    0.000    0.000    0.000    0.000 sessions.py:333(save_session)
       40    0.000    0.000    0.000    0.000 sessions.py:52(_tag)
       40    0.000    0.000    0.000    0.000 sessions.py:66(<genexpr>)
       40    0.000    0.000    0.003    0.000 sessions.py:84(dumps)
      250    0.000    0.000    0.000    0.000 signals.py:35(<lambda>)
       50    0.000    0.000    0.040    0.001 socket.py:49(create_connection)
      130    0.001    0.000    0.001    0.000 socket.py:549(__init__)
      110    0.000    0.000    0.050    0.000 socket.py:561(readinto)
      255    0.001    0.000    0.006    0.000 socket.py:584(write)
      200    0.000    0.000    0.000    0.000 socket.py:600(readable)
      255    0.000    0.000    0.000    0.000 socket.py:607(writable)
      130    0.001    0.000    0.003    0.000 socket.py:638(close)
        1    0.000    0.000    0.000    0.000 socketserver.py:119(<module>)
        1    0.000    0.000    0.000    0.000 socketserver.py:153(BaseServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:200(__init__)
        1    0.000    0.000    0.443    0.443 socketserver.py:215(serve_forever)
       47    0.000    0.000    0.000    0.000 socketserver.py:251(service_actions)
       40    0.000    0.000   10.778    0.269 socketserver.py:300(_handle_request_noblock)
       40    0.000    0.000    0.000    0.000 socketserver.py:327(verify_request)
       40    0.000    0.000   10.776    0.269 socketserver.py:335(process_request)
       40    0.000    0.000   10.775    0.269 socketserver.py:352(finish_request)
        1    0.000    0.000    0.000    0.000 socketserver.py:378(TCPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:433(__init__)
        1    0.000    0.000    0.000    0.000 socketserver.py:446(server_bind)
        1    0.000    0.000    0.000    0.000 socketserver.py:457(server_activate)
        1    0.000    0.000    0.000    0.000 socketserver.py:465(server_close)
        1    0.000    0.000    0.000    0.000 socketserver.py:473(fileno)
       40    0.000    0.000    0.002    0.000 socketserver.py:489(shutdown_request)
       40    0.000    0.000    0.001    0.000 socketserver.py:499(close_request)
        1    0.000    0.000    0.000    0.000 socketserver.py:504(UDPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:530(ForkingMixIn)
        1    0.000    0.000    0.000    0.000 socketserver.py:611(ThreadingMixIn)
        1    0.000    0.000    0.000    0.000 socketserver.py:639(ForkingUDPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:640(ForkingTCPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:642(ThreadingUDPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:643(ThreadingTCPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:647(UnixStreamServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:650(UnixDatagramServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:653(ThreadingUnixStreamServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:655(ThreadingUnixDatagramServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:657(BaseRequestHandler)
       40    0.000    0.000   10.774    0.269 socketserver.py:675(__init__)
        1    0.000    0.000    0.000    0.000 socketserver.py:703(StreamRequestHandler)
       40    0.000    0.000    0.001    0.000 socketserver.py:724(setup)
       40    0.000    0.000    0.001    0.000 socketserver.py:734(finish)
        1    0.000    0.000    0.000    0.000 socketserver.py:746(DatagramRequestHandler)
       23    0.000    0.000    0.002    0.000 sre_compile.py:221(_compile_charset)
       23    0.002    0.000    0.002    0.000 sre_compile.py:248(_optimize_charset)
        3    0.000    0.000    0.000    0.000 sre_compile.py:374(_mk_bitmap)
        3    0.000    0.000    0.000    0.000 sre_compile.py:376(<listcomp>)
        3    0.000    0.000    0.000    0.000 sre_compile.py:379(_bytes_to_codes)
       25    0.000    0.000    0.000    0.000 sre_compile.py:386(_simple)
       65    0.001    0.000    0.001    0.000 sre_compile.py:391(_generate_overlap_table)
       78    0.009    0.000    0.023    0.000 sre_compile.py:412(_compile_info)
      156    0.000    0.000    0.000    0.000 sre_compile.py:513(isstring)
       78    0.000    0.000    0.127    0.002 sre_compile.py:516(_code)
       78    0.001    0.000    0.405    0.005 sre_compile.py:531(compile)
  7266/78    0.055    0.000    0.103    0.001 sre_compile.py:64(_compile)
     7266    0.005    0.000    0.005    0.000 sre_parse.py:105(__init__)
     7246    0.003    0.000    0.004    0.000 sre_parse.py:153(__len__)
    59586    0.025    0.000    0.034    0.000 sre_parse.py:157(__getitem__)
       25    0.000    0.000    0.000    0.000 sre_parse.py:161(__setitem__)
    48038    0.019    0.000    0.027    0.000 sre_parse.py:165(append)
 7307/122    0.021    0.000    0.028    0.000 sre_parse.py:167(getwidth)
       78    0.000    0.000    0.000    0.000 sre_parse.py:217(__init__)
    55372    0.030    0.000    0.030    0.000 sre_parse.py:226(__next)
     7321    0.004    0.000    0.008    0.000 sre_parse.py:242(match)
    48072    0.022    0.000    0.047    0.000 sre_parse.py:247(get)
        4    0.000    0.000    0.000    0.000 sre_parse.py:260(getuntil)
      160    0.000    0.000    0.000    0.000 sre_parse.py:276(tell)
    38579    0.065    0.000    0.091    0.000 sre_parse.py:362(_escape)
   105/78    0.007    0.000    0.276    0.004 sre_parse.py:429(_parse_sub)
  7227/79    0.062    0.000    0.275    0.003 sre_parse.py:491(_parse)
       78    0.000    0.000    0.000    0.000 sre_parse.py:70(__init__)
      194    0.000    0.000    0.000    0.000 sre_parse.py:75(groups)
       19    0.000    0.000    0.000    0.000 sre_parse.py:78(opengroup)
       78    0.000    0.000    0.000    0.000 sre_parse.py:797(fix_flags)
       78    0.000    0.000    0.277    0.004 sre_parse.py:819(parse)
       19    0.000    0.000    0.027    0.001 sre_parse.py:90(closegroup)
        1    0.000    0.000    0.000    0.000 stringprep.py:6(<module>)
        5    0.000    0.000    0.028    0.006 templating.py:112(_render)
        5    0.000    0.000    0.042    0.008 templating.py:121(render_template)
        5    0.000    0.000    0.000    0.000 templating.py:18(_default_template_ctx_processor)
       63    0.000    0.000    0.003    0.000 templating.py:54(get_source)
       63    0.000    0.000    0.003    0.000 templating.py:79(_get_source_fast)
      126    0.000    0.000    0.000    0.000 templating.py:87(_iter_loaders)
      296    0.000    0.000    0.000    0.000 thread.py:39(get_ident)
       90    0.000    0.000    0.000    0.000 thread.py:59(acquire)
       41    0.000    0.000    0.000    0.000 threading.py:1074(name)
       86    0.000    0.000    0.000    0.000 threading.py:115(acquire)
       41    0.000    0.000    0.000    0.000 threading.py:1224(current_thread)
       86    0.000    0.000    0.000    0.000 threading.py:153(release)
        1    0.000    0.000    0.000    0.000 threading.py:213(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:237(__enter__)
        2    0.000    0.000    0.000    0.000 threading.py:240(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:252(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:332(notify)
        1    0.000    0.000    0.000    0.000 threading.py:355(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:496(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:510(set)
        1    0.000    0.000    0.000    0.000 threading.py:521(clear)
        3    0.000    0.000    0.000    0.000 threading.py:72(RLock)
        3    0.000    0.000    0.000    0.000 threading.py:95(__init__)
      102    0.000    0.000    0.000    0.000 threadpool.py:113(_adjust_step)
      102    0.000    0.000    0.001    0.000 threadpool.py:135(adjust)
        1    0.000    0.000    0.000    0.000 threadpool.py:141(_add_thread)
      101    0.001    0.000    0.005    0.000 threadpool.py:151(spawn)
        1    0.000    0.000    0.000    0.000 threadpool.py:17(ThreadPool)
        1    0.000    0.000    0.002    0.002 threadpool.py:2(<module>)
        1    0.000    0.000    0.000    0.000 threadpool.py:23(__init__)
      101    0.000    0.000    0.000    0.000 threadpool.py:241(_apply_immediately)
        1    0.000    0.000    0.000    0.000 threadpool.py:257(ThreadResult)
      101    0.000    0.000    0.001    0.000 threadpool.py:262(__init__)
      101    0.000    0.000    0.000    0.000 threadpool.py:274(exception)
      101    0.001    0.000    0.002    0.000 threadpool.py:278(_on_async)
      101    0.000    0.000    0.000    0.000 threadpool.py:323(successful)
        1    0.000    0.000    0.000    0.000 threadpool.py:33(_set_maxsize)
        1    0.000    0.000    0.000    0.000 threadpool.py:84(_init)
       48    0.000    0.000    0.000    0.000 timeout.py:125(__init__)
       48    0.000    0.000    0.000    0.000 timeout.py:140(start)
       48    0.000    0.000    0.001    0.000 timeout.py:152(start_new)
      149    0.000    0.000    0.001    0.000 timeout.py:173(_start_new_or_dummy)
       48    0.000    0.000    0.000    0.000 timeout.py:190(pending)
       48    0.000    0.000    0.000    0.000 timeout.py:195(cancel)
      101    0.000    0.000    0.000    0.000 timeout.py:37(cancel)
   710900    1.857    0.000    2.029    0.000 times.py:50(DateTime_or_None)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:13(Codec)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:36(getregentry)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:8(<module>)
       40    0.000    0.000    0.000    0.000 urls.py:358(_unquote_to_bytes)
      910    0.004    0.000    0.007    0.000 urls.py:401(url_parse)
     1305    0.016    0.000    0.022    0.000 urls.py:449(url_quote)
      435    0.001    0.000    0.003    0.000 urls.py:489(url_unparse)
       40    0.000    0.000    0.001    0.000 urls.py:520(url_unquote)
        5    0.000    0.000    0.000    0.000 urls.py:684(url_decode)
        5    0.000    0.000    0.000    0.000 urls.py:774(_url_decode_impl)
      435    0.005    0.000    0.019    0.000 urls.py:849(url_join)
      435    0.001    0.000    0.001    0.000 urls.py:895(<listcomp>)
       40    0.000    0.000    0.000    0.000 utils.py:102(lookup)
       70    0.000    0.000    0.000    0.000 utils.py:110(lookup)
       63    0.000    0.000    0.001    0.000 utils.py:146(open_if_exists)
       40    0.000    0.000    0.000    0.000 utils.py:215(get_content_type)
       63    0.000    0.000    0.000    0.000 utils.py:347(get)
       63    0.000    0.000    0.000    0.000 utils.py:391(__getitem__)
        4    0.000    0.000    0.000    0.000 utils.py:413(__setitem__)
      870    0.000    0.000    0.001    0.000 utils.py:51(_has_surrogates)
       45    0.000    0.000    0.001    0.000 utils.py:68(__get__)
      589    0.000    0.000    0.001    0.000 visitor.py:26(get_visitor)
    589/6    0.001    0.000    0.010    0.002 visitor.py:34(visit)
   306/65    0.000    0.000    0.003    0.000 visitor.py:41(generic_visit)
    130/3    0.000    0.000    0.002    0.001 visitor.py:58(generic_visit)
        1    0.000    0.000    0.000    0.000 weakref.py:101(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:261(update)
       40    0.000    0.000    0.000    0.000 wrappers.py:1045(is_sequence)
        5    0.000    0.000    0.000    0.000 wrappers.py:1055(close)
       40    0.000    0.000    0.001    0.000 wrappers.py:1086(get_wsgi_headers)
       40    0.000    0.000    0.000    0.000 wrappers.py:1177(get_app_iter)
       40    0.000    0.000    0.001    0.000 wrappers.py:1203(get_wsgi_response)
       40    0.000    0.000    0.001    0.000 wrappers.py:1220(__call__)
       70    0.000    0.000    0.001    0.000 wrappers.py:1394(cache_control)
       70    0.000    0.000    0.002    0.000 wrappers.py:1400(on_update)
       35    0.000    0.000    0.003    0.000 wrappers.py:1409(make_conditional)
       35    0.000    0.000    0.000    0.000 wrappers.py:1450(set_etag)
       40    0.000    0.000    0.000    0.000 wrappers.py:210(__init__)
        5    0.000    0.000    0.000    0.000 wrappers.py:232(url_charset)
       40    0.000    0.000    0.000    0.000 wrappers.py:383(close)
        5    0.000    0.000    0.000    0.000 wrappers.py:423(args)
       40    0.000    0.000    0.000    0.000 wrappers.py:523(cookies)
       40    0.000    0.000    0.000    0.000 wrappers.py:60(_warn_if_string)
       40    0.000    0.000    0.000    0.000 wrappers.py:604(<lambda>)
       40    0.000    0.000    0.001    0.000 wrappers.py:756(__init__)
       10    0.000    0.000    0.000    0.000 wrappers.py:80(_iter_encoded)
      115    0.000    0.000    0.000    0.000 wrappers.py:867(_get_status_code)
       40    0.000    0.000    0.000    0.000 wrappers.py:870(_set_status_code)
       40    0.000    0.000    0.000    0.000 wrappers.py:880(_get_status)
        5    0.000    0.000    0.000    0.000 wrappers.py:912(set_data)
      560    0.001    0.000    0.001    0.000 wrappers.py:92(blueprint)
        5    0.000    0.000    0.000    0.000 wrappers.py:982(iter_encoded)
        5    0.000    0.000    0.000    0.000 wsgi.py:685(__init__)
        5    0.000    0.000    0.000    0.000 wsgi.py:699(__iter__)
       10    0.000    0.000    0.000    0.000 wsgi.py:702(__next__)
        5    0.000    0.000    0.000    0.000 wsgi.py:705(close)
       35    0.000    0.000    0.000    0.000 wsgi.py:710(wrap_file)
       35    0.000    0.000    0.000    0.000 wsgi.py:749(__init__)
       35    0.000    0.000    0.000    0.000 wsgi.py:753(close)
       35    0.000    0.000    0.000    0.000 wsgi.py:757(__iter__)
      205    0.000    0.000    0.001    0.000 wsgi.py:760(__next__)
     1622    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0xa3cde0}
        9    0.000    0.000    0.000    0.000 {built-in method _bisect.insort}
        4    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        3    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
      625    0.001    0.000    0.001    0.000 {built-in method _hashlib.openssl_sha1}
       17    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       59    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        9    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       19    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       80    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        5    0.000    0.000    0.000    0.000 {built-in method _mysql.get_client_info}
      131    0.000    0.000    0.000    0.000 {built-in method _socket.getdefaulttimeout}
       78    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
       36    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
        5    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
  104/102    0.001    0.000    0.005    0.000 {built-in method builtins.__build_class__}
      7/6    0.000    0.000    0.005    0.001 {built-in method builtins.__import__}
       19    0.000    0.000    0.000    0.000 {built-in method builtins.any}
      275    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        3    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
     22/1    0.000    0.000   17.643   17.643 {built-in method builtins.exec}
5952/5882    0.003    0.000    0.004    0.000 {built-in method builtins.getattr}
3256/3161    0.002    0.000    0.003    0.000 {built-in method builtins.hasattr}
      613    0.000    0.000    0.000    0.000 {built-in method builtins.id}
   443636    0.065    0.000    0.065    0.000 {built-in method builtins.isinstance}
       31    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
     2495    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
1504403/1504354    0.183    0.000    0.183    0.000 {built-in method builtins.len}
       50    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
     7244    0.002    0.000    0.002    0.000 {built-in method builtins.max}
    21811    0.005    0.000    0.005    0.000 {built-in method builtins.min}
1291/1101    0.000    0.000    0.004    0.000 {built-in method builtins.next}
    47973    0.007    0.000    0.007    0.000 {built-in method builtins.ord}
       25    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      482    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       34    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       50    0.000    0.000    0.000    0.000 {built-in method fromkeys}
     3294    0.001    0.000    0.001    0.000 {built-in method greenlet.getcurrent}
       99    0.001    0.000    0.001    0.000 {built-in method io.open}
      410    0.001    0.000    0.001    0.000 {built-in method markupsafe._speedups.escape}
       17    0.003    0.000    0.003    0.000 {built-in method marshal.loads}
       53    0.000    0.000    0.000    0.000 {built-in method math.ceil}
       42    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
      316    0.001    0.000    0.001    0.000 {built-in method posix.stat}
       41    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
      193    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      110    0.000    0.000    0.000    0.000 {built-in method time.gmtime}
       40    0.000    0.000    0.000    0.000 {built-in method time.localtime}
      122    0.000    0.000    0.000    0.000 {built-in method time.time}
       35    0.000    0.000    0.000    0.000 {built-in method zlib.adler32}
        5    0.000    0.000    0.000    0.000 {function Connection.set_character_set at 0x7fbe4c61bae8}
       50    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x7fbe504f6158}
      265    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x7fbe504f61e0}
        1    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 {method '__enter__' of 'gevent._semaphore.Semaphore' objects}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of 'gevent._semaphore.Semaphore' objects}
      780    0.000    0.000    0.000    0.000 {method '__getitem__' of 'dict' objects}
       30    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       40    0.000    0.000    0.000    0.000 {method '_accept' of '_socket.socket' objects}
      365    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
      110    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
      255    0.000    0.000    0.000    0.000 {method '_checkWritable' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 {method '_start_notify' of 'gevent._semaphore.Semaphore' objects}
      269    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      101    0.000    0.000    0.000    0.000 {method 'acquire' of 'gevent._semaphore.Semaphore' objects}
      930    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       70    0.000    0.000    0.000    0.000 {method 'affected_rows' of '_mysql.connection' objects}
     5055    0.001    0.000    0.001    0.000 {method 'append' of 'bytearray' objects}
      118    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
   196995    0.026    0.000    0.026    0.000 {method 'append' of 'list' objects}
      101    0.000    0.000    0.000    0.000 {method 'async' of 'gevent.corecext.loop' objects}
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
      150    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        5    0.000    0.000    0.000    0.000 {method 'character_set_name' of '_mysql.connection' objects}
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
      188    0.001    0.000    0.003    0.000 {method 'close' of '_io.BufferedReader' objects}
        5    0.000    0.000    0.000    0.000 {method 'close' of '_mysql.connection' objects}
        5    0.000    0.000    0.000    0.000 {method 'close' of 'generator' objects}
       13    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      479    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
   712825    2.320    0.000    2.321    0.000 {method 'decode' of 'bytes' objects}
       60    0.000    0.000    0.000    0.000 {method 'describe' of '_mysql.result' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       31    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
9763/9762    0.004    0.000    0.005    0.000 {method 'encode' of 'str' objects}
      346    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
      535    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'escape' of '_mysql.connection' objects}
     2760    0.001    0.000    0.001    0.000 {method 'extend' of 'bytearray' objects}
      301    0.000    0.000    0.001    0.000 {method 'extend' of 'collections.deque' objects}
      226    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
       60    1.641    0.027    6.271    0.105 {method 'fetch_row' of '_mysql.result' objects}
       60    0.000    0.000    0.000    0.000 {method 'field_flags' of '_mysql.result' objects}
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
       51    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
     2072    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
       41    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'fork' of 'gevent.corecext.loop' objects}
      193    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      200    0.000    0.000    0.000    0.000 {method 'fullmatch' of '_sre.SRE_Pattern' objects}
    79237    0.015    0.000    0.015    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        5    0.000    0.000    0.000    0.000 {method 'get_autocommit' of '_mysql.connection' objects}
        5    0.000    0.000    0.000    0.000 {method 'get_server_info' of '_mysql.connection' objects}
        3    0.000    0.000    0.000    0.000 {method 'getsockname' of '_socket.socket' objects}
      100    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
     2141    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
      106    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
      100    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
      625    0.001    0.000    0.001    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
       35    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       70    0.000    0.000    0.000    0.000 {method 'info' of '_mysql.connection' objects}
        6    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       70    0.000    0.000    0.000    0.000 {method 'insert_id' of '_mysql.connection' objects}
      183    0.000    0.000    0.000    0.000 {method 'io' of 'gevent.corecext.loop' objects}
       18    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       35    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       35    0.000    0.000    0.000    0.000 {method 'issubset' of 'set' objects}
     1598    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      430    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
357810/357682    0.103    0.000    0.130    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'listen' of '_socket.socket' objects}
    10386    0.002    0.000    0.002    0.000 {method 'lower' of 'str' objects}
     1205    0.001    0.000    0.001    0.000 {method 'lstrip' of 'str' objects}
     1901    0.002    0.000    0.002    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
       70    0.000    0.000    0.000    0.000 {method 'next_result' of '_mysql.connection' objects}
      200    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
     2131    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      184    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      942    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
      318    0.001    0.000    0.002    0.000 {method 'read' of '_io.BufferedReader' objects}
       17    0.000    0.000    0.000    0.000 {method 'read' of '_io.FileIO' objects}
      180    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
      910    0.001    0.000    0.050    0.000 {method 'readline' of '_io.BufferedReader' objects}
      836    0.000    0.000    0.000    0.000 {method 'readline' of '_io.TextIOWrapper' objects}
      268    0.001    0.000    0.001    0.000 {method 'release' of '_thread.lock' objects}
       45    0.000    0.000    0.000    0.000 {method 'release' of 'gevent._semaphore.BoundedSemaphore' objects}
      101    0.000    0.000    0.000    0.000 {method 'release' of 'gevent._semaphore.Semaphore' objects}
       12    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
      103    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      149    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       35    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.datetime' objects}
     2681    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
      294    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      201    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
      100    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
     1201    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
      141    0.000    0.000    0.000    0.000 {method 'run_callback' of 'gevent.corecext.loop' objects}
      665    0.001    0.000    0.001    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
      829    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       51    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       40    0.000    0.000    0.000    0.000 {method 'shutdown' of '_socket.socket' objects}
       13    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       46    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
